order_category,order_value,item_value,quantity,time_to_return_request_hours,refund_amount,return_reason,returned_item_match,item_condition_score,package_weight_delta_pct,vision_confidence_score,account_age_days,lifetime_order_count,lifetime_return_count,total_spent,return_rate,return_velocity_30d,return_velocity_48h,shared_device_count,shared_address_count,shared_payment_fingerprint_count,device_return_velocity_7d,address_return_velocity_7d,payment_return_velocity_7d,cluster_return_velocity_7d
Other,147.07,28.01,1,435.69,24.68,Wrong size,True,0.9977524871261161,8.202106594345363,0.8693214978893097,284,60,4,235.4,0.06666666666666667,0,0,1,2,1,0,0,0,0
Beauty,54.52,54.52,1,513.12,51.87,Changed mind,True,0.8916146402724975,9.120916931081737,0.9837904501077515,1020,76,7,229.25,0.09210526315789473,0,0,4,4,2,0,0,0,0
Electronics,153.29,70.28,1,93.2,61.13,Not as expected,True,0.8592889031129501,4.054098179474087,0.9871401276327582,465,76,5,289.39,0.06578947368421052,0,0,2,4,1,0,0,0,0
Electronics,358.74,358.74,1,486.65,308.95,Changed mind,True,0.8779579714303496,8.966509388687378,0.9249375966882483,7,59,9,294.42,0.15254237288135594,8,0,1,7,2,0,6,0,6
Electronics,1913.21,65.33,1,2.37,59.0,Wrong size,True,0.9324450974364495,4.85100027339136,0.9874603302944376,6,71,12,178.65,0.16901408450704225,8,0,2,3,3,3,3,3,3
Sports,164.37,41.58,1,291.68,40.71,Not as expected,True,0.9953030164461231,6.0268819265029006,0.9548383155390936,388,48,6,598.5,0.125,0,0,2,7,2,0,0,0,0
Apparel,421.44,421.44,1,338.8,411.03,Not as expected,True,0.91698623920272,3.6337245514924534,0.8630630919921175,1278,45,6,1371.72,0.13333333333333333,0,0,1,1,1,0,0,0,0
Books,118.56,111.71,1,715.05,105.76,Changed mind,True,0.9193528934564879,0.2944439858441805,0.9106629597543615,362,18,2,1199.69,0.1111111111111111,0,0,4,5,2,0,1,0,1
Home,88.21,41.87,1,685.44,39.16,Not as expected,True,0.821589198028958,4.221451006016334,0.8526260278305724,823,58,6,213.14,0.10344827586206896,1,0,2,1,1,0,0,0,0
Books,155.45,155.45,1,467.12,155.02,Not as expected,True,0.867870762674428,1.6552127022331231,0.8689622025278632,1074,46,4,341.27,0.08695652173913043,0,0,1,4,1,0,0,0,0
Electronics,173.46,147.12,1,280.54,128.84,Wrong size,True,0.9063853619088713,7.438328782951809,0.9371111633989803,808,72,6,223.76,0.08333333333333333,0,0,2,3,2,0,1,0,1
Electronics,239.88,1.15,1,159.59,1.04,Changed mind,True,0.9500692263577282,8.259151976237288,0.8786716900118011,793,69,5,680.11,0.07246376811594203,0,0,2,3,1,0,0,0,0
Sports,293.8,42.76,1,645.3060901532928,39.32,Not as expected,True,0.888,8.833747226000707,0.806,1066,39,26,107.19,0.6666666666666666,23,1,3,5,3,7,7,7,7
Luxury,98.78,98.78,1,216.78,84.2,Wrong size,True,0.9931023429345202,4.847651931904765,0.881305835862836,5,74,11,550.61,0.14864864864864866,8,0,5,1,1,0,0,0,0
Home,85.39,4.74,1,113.87,4.49,Changed mind,True,0.9637609443218055,4.536101628625322,0.9985323597559362,541,88,6,87.43,0.06818181818181818,0,0,3,4,3,0,0,0,0
Home,460.25,432.74,1,131.27,400.92,Not as expected,True,0.8560773343485415,5.975650491209602,0.8755500021547488,0,22,1,158.21,0.045454545454545456,1,0,5,4,2,0,0,0,0
Sports,192.93,26.53,1,364.11,24.33,Wrong size,True,0.8339814483289315,9.149511487329997,0.9657529373011577,1482,93,6,983.04,0.06451612903225806,0,0,2,5,3,0,0,0,0
Apparel,158.9,2.98,1,9834.192437224401,2.8,Wrong size,True,0.807,2.07917612008118,0.947,1426,48,32,158.11,0.6666666666666666,31,3,2,5,2,9,9,9,9
Other,77.6,37.75,1,326.92,32.72,Changed mind,True,0.9873619130857583,5.74197635955862,0.86737432307934,698,25,3,907.19,0.12,0,0,5,2,3,0,0,1,1
Luxury,146.53,25.77,1,534.36,24.92,Changed mind,True,0.9804283131316874,1.0454619222192552,0.8918938323440879,1138,96,7,164.72,0.07291666666666667,0,0,1,5,2,0,0,0,0
Apparel,132.66,132.66,1,606.68,126.2,Not as expected,True,0.8385755872635765,6.860559068912602,0.9020133410697497,323,74,9,171.15,0.12162162162162163,0,0,2,2,2,0,0,1,1
Other,834.64,329.67,1,375.71,280.74,Not as expected,True,0.8124769990530887,9.529872456328093,0.8887891902326271,995,18,1,479.46,0.05555555555555555,0,0,4,5,1,0,0,0,0
Apparel,174.11,32.89,1,604.36,28.43,Not as expected,True,0.9268185619649731,5.079347705861172,0.8840949659120129,241,64,6,218.44,0.09375,0,0,1,2,2,0,0,0,0
Home,165.58,165.58,1,334.14,117.59,Changed mind,False,0.9440253140317897,40.26,0.214,951,42,4,455.89,0.09523809523809523,0,0,1,2,1,0,0,0,0
Home,141.67,74.47,1,132.03,68.09,Changed mind,True,0.8533490692570036,6.999639282174944,0.8796677038095136,1370,83,10,390.62,0.12048192771084337,0,0,3,1,2,0,0,0,0
Home,977.76,77.6,1,49.82,67.55,Changed mind,True,0.9379924309646482,8.787892288466852,0.9263663525819558,1477,95,7,179.98,0.07368421052631578,0,0,1,4,2,0,1,0,1
Sports,905.22,84.37,1,8.37,79.89,Not as expected,True,0.9657514848080215,6.107927346580881,0.9717613626006919,6,89,9,1048.16,0.10112359550561797,5,0,3,2,1,0,0,0,0
Beauty,179.63,91.63,1,369.06,88.36,Changed mind,True,0.8431616217376305,5.579077635879442,0.8523987967629191,1405,57,6,691.13,0.10526315789473684,0,0,2,3,1,0,3,0,3
Luxury,49.2,49.2,1,300.47,46.02,Wrong size,True,0.9394486095534036,0.811451844608243,0.9667853859067814,7,78,12,301.09,0.15384615384615385,9,0,1,1,1,0,0,0,0
Other,1006.43,63.45,1,9.76,58.88,Not as expected,True,0.8459556583393333,5.273865387134451,0.9607507522355871,6,67,9,262.2,0.13432835820895522,7,0,3,3,1,0,0,0,0
Electronics,554.92,243.45,1,396.83,222.83,Changed mind,True,0.8792715507894969,9.777219934963533,0.9143858540572242,815,79,6,490.17,0.0759493670886076,0,0,2,7,2,0,0,0,0
Luxury,234.55,234.55,1,597.39,201.66,Wrong size,False,0.982904694338288,34.1,0.22,1,98,6,211.01,0.061224489795918366,5,0,2,2,3,1,1,1,1
Other,129.4,129.4,1,101.76,116.89,Not as expected,True,0.8432040931736411,3.630918242804675,0.9918870730214562,2,31,5,943.19,0.16129032258064516,4,0,1,4,2,0,0,0,0
Sports,95.55,2.24,1,121.2,1.95,Changed mind,True,0.9314752096485865,5.71286908777051,0.868358820174897,3,58,9,1148.32,0.15517241379310345,8,0,3,2,1,2,3,1,3
Apparel,91.05,6.81,1,614.19,6.25,Changed mind,True,0.9522295289602302,9.461273366689763,0.971312190984298,1238,86,9,85.41,0.10465116279069768,0,0,2,4,2,0,0,0,0
Other,63.0,63.0,1,340.45,54.36,Not as expected,True,0.9098486453989496,7.644398809359387,0.9593601308354607,1238,61,9,165.39,0.14754098360655737,0,0,1,3,3,0,0,0,0
Other,139.88,38.97,1,249.72,36.38,Wrong size,True,0.8790949272640802,9.043088971805197,0.9291029677283105,1133,33,5,41.26,0.15151515151515152,0,0,2,2,2,1,0,0,1
Beauty,320.05,251.6,1,359.62,221.96,Wrong size,True,0.9844993981959627,8.7923950405358,0.8536515208043038,0,82,10,196.84,0.12195121951219512,9,0,2,4,4,2,2,2,2
Other,77.21,77.21,1,132.11,67.82,Wrong size,True,0.9341191118134825,5.620066679933039,0.9996675707828387,1306,78,8,496.65,0.10256410256410256,0,0,1,1,3,0,0,12,12
Books,482.08,351.63,1,58.63,341.1,Changed mind,True,0.936145022464177,4.6391210465267365,0.8857452439598851,707,94,62,222.85,0.6595744680851063,54,5,1,3,1,10,10,10,10
Sports,156.98,127.24,1,323.53,121.78,Not as expected,True,0.8315836670459675,5.906470708552181,0.9862039441116524,179,60,8,155.88,0.13333333333333333,1,0,4,6,1,0,1,0,1
Books,639.48,415.37,1,617.23,364.92,Changed mind,True,0.9015789332434798,7.264370956110141,0.9772325015331096,516,83,4,670.22,0.04819277108433735,0,0,5,4,1,0,0,0,0
Beauty,110.02,110.02,1,442.49,109.73,Not as expected,True,0.911286918895728,7.250246208873125,0.9636297684785978,428,86,10,1374.51,0.11627906976744186,0,0,2,3,1,0,0,0,0
Other,909.45,486.36,1,207.94,366.56,Wrong size,False,0.8467379991004116,40.7,0.23,957,77,5,1331.63,0.06493506493506493,0,0,5,2,2,0,0,0,0
Home,225.58,155.46,1,383.95,150.63,Not as expected,True,0.8676030398597476,4.245123505152412,0.9277318871834914,1292,81,11,109.79,0.13580246913580246,0,0,1,5,2,0,0,0,0
Electronics,206.21,92.72,1,642.49,85.05,Wrong size,True,0.8332966340822159,1.5724152234428301,0.9051708431784786,2,44,4,358.72,0.09090909090909091,4,0,2,1,1,0,0,0,0
Apparel,667.62,176.55,1,624.25,169.0,Not as expected,True,0.8029698029374206,0.1746026613719609,0.905067789814655,31,51,5,243.45,0.09803921568627451,2,0,1,3,3,0,0,0,0
Apparel,69.21,69.21,1,602.45,64.68,Wrong size,True,0.9039328203302893,3.1453657227576493,0.9408080794332883,42,43,4,458.49,0.09302325581395349,2,0,2,2,3,7,0,0,7
Sports,672.4,555.62,1,717.72,555.36,Not as expected,True,0.8186126469393332,0.23358577494370536,0.9220235836244681,1208,49,42,168.88,0.8571428571428571,6,0,12,12,12,7,7,7,7
Other,176.03,17.13,1,449.98,15.54,Not as expected,True,0.8819327648021338,8.286247875918942,0.9727578953304481,2,76,7,159.88,0.09210526315789473,7,0,2,5,2,3,0,0,3
Electronics,129.21,24.8,1,462.8,22.4,Changed mind,True,0.9791558178055041,9.026838929654765,0.987531403732767,3,94,11,146.86,0.11702127659574468,10,0,1,3,4,3,3,3,3
Sports,436.35,34.48,1,136.73,32.55,Not as expected,True,0.9342973652405019,0.15322002168257853,0.878656295803726,1483,92,8,80.59,0.08695652173913043,0,0,3,2,1,0,0,0,0
Luxury,567.8,567.8,1,122.65,564.21,Changed mind,True,0.966241918985622,7.673491525181127,0.9870527341240659,258,80,7,1089.05,0.0875,1,0,1,2,2,0,0,0,0
Other,257.49,203.55,1,361.78,198.01,Not as expected,True,0.8039136872044662,6.797405613636741,0.9436363970288324,1095,79,12,569.57,0.1518987341772152,0,0,1,1,3,0,0,2,2
Home,141.61,141.61,1,461.69,136.87,Not as expected,True,0.9891735450888668,0.49712687717794357,0.8721316950595601,1357,46,6,570.79,0.13043478260869565,0,0,1,3,1,0,0,0,0
Apparel,723.76,94.49,1,7.01,88.78,Wrong size,True,0.577,8.59390335145107,0.602,372,99,6,36.25,0.06060606060606061,0,0,1,2,1,0,0,0,0
Luxury,98.75,21.81,1,377.26,20.72,Not as expected,True,0.9087923702098467,0.919918580501139,0.9495775328793397,1037,36,31,481.22,0.8611111111111112,9,0,12,12,12,7,7,7,7
Sports,784.15,784.15,1,125.77,669.98,Changed mind,True,0.986028949961798,2.8605775226342125,0.9635843918782059,298,91,6,644.58,0.06593406593406594,0,0,1,3,3,0,0,1,1
Books,680.04,243.93,1,214.36,239.01,Wrong size,True,0.8388602572779181,4.539819219816586,0.8664389786770836,2,23,2,843.38,0.08695652173913043,1,0,1,2,1,0,0,0,0
Beauty,71.19,71.19,1,296.37,52.72,Wrong size,False,0.9489093075169881,67.42,0.37,1,97,11,250.07,0.1134020618556701,8,0,3,3,2,3,2,2,3
Other,100.16,78.92,1,528.4,69.54,Not as expected,True,0.9815763931968893,5.0290844565298904,0.9672707412259833,0,87,8,146.9,0.09195402298850575,8,1,1,4,1,1,1,1,1
Apparel,85.66,4.05,1,112.88,3.93,Changed mind,True,0.9485736580868964,3.0299944107787247,0.9635190404557767,0,90,6,301.27,0.06666666666666667,5,0,1,1,2,1,1,1,1
Books,275.42,275.42,1,600.27,238.56,Not as expected,True,0.9701729001190853,2.517860449707985,0.9018781535756355,1405,20,3,412.59,0.15,0,0,3,4,1,2,0,0,2
Home,144.05,107.52,1,337.29,96.62,Wrong size,True,0.8082496529226051,8.686800495932724,0.8787201736386693,801,67,44,340.6,0.6567164179104478,39,6,1,1,2,10,10,10,10
Beauty,260.74,260.74,1,350.1,222.8,Not as expected,True,0.9830303455965226,0.47576531712013925,0.8689097326718193,7,97,9,37.9,0.09278350515463918,9,0,1,3,2,3,3,3,3
Luxury,974.08,974.08,1,98.08,876.55,Changed mind,True,0.8264144097271873,4.515254787138055,0.8852533399763718,1032,61,11,464.81,0.18032786885245902,0,0,1,5,2,0,0,0,0
Books,254.05,141.19,1,223.87,133.38,Not as expected,True,0.9759564593469174,5.227100798431456,0.8781613648858207,175,63,3,580.44,0.047619047619047616,0,0,1,5,1,0,0,0,0
Electronics,84.56,77.82,1,313.12,67.91,Not as expected,True,0.9769514663402546,5.959962687181571,0.8540190363564881,4,86,13,304.78,0.1511627906976744,10,0,3,3,1,1,1,1,1
Books,201.0,66.75,1,264.17,56.87,Not as expected,True,0.8403929138292826,8.451862327681145,0.9162100566748049,869,98,9,1150.47,0.09183673469387756,0,0,4,5,2,1,0,0,1
Luxury,185.04,185.04,1,111.16,178.88,Not as expected,True,0.8493138384993707,7.728154294553537,0.9837678449828737,200,17,3,439.7,0.17647058823529413,1,0,1,4,5,0,2,3,3
Home,111.03,111.03,1,329.63,104.0,Not as expected,True,0.9602412047514385,6.902357754965536,0.9523443852651073,410,96,7,270.54,0.07291666666666667,0,0,2,1,1,0,0,0,0
Books,124.06,112.73,1,253.56,100.05,Not as expected,True,0.9009680924642974,4.716369477538207,0.9757608676889,1267,34,6,681.5,0.17647058823529413,0,0,1,3,1,0,0,0,0
Electronics,217.73,61.14,1,178.35,55.5,Not as expected,True,0.8221838191163776,1.4196762969084764,0.9601736633424113,811,63,8,584.44,0.12698412698412698,0,0,3,1,1,0,0,0,0
Luxury,561.57,409.31,1,551.84,387.21,Not as expected,True,0.859529101689828,7.542985347207046,0.90373210610176,118,68,5,395.05,0.07352941176470588,1,0,1,3,2,0,0,0,0
Beauty,175.79,28.68,1,464.2843473155075,26.34,Not as expected,True,0.878,7.804504629488514,0.739,1426,48,32,158.11,0.6666666666666666,31,3,2,5,2,9,9,9,9
Electronics,232.62,36.15,1,169.17,35.27,Changed mind,True,0.8068831998373606,5.7960721307513055,0.9901388796233468,342,57,8,334.93,0.14035087719298245,0,0,4,2,4,1,0,0,1
Apparel,188.56,188.56,1,226.01,171.19,Wrong size,True,0.9135727771731296,8.66975154024016,0.9152393762971249,169,94,11,71.85,0.11702127659574468,1,0,2,3,2,0,0,0,0
Apparel,182.32,72.72,1,37.62,64.1,Not as expected,True,0.281,5.369924526944549,0.62,1289,40,6,730.31,0.15,0,0,2,3,1,0,0,0,0
Beauty,212.99,212.99,1,84.34,181.1,Wrong size,True,0.9982603768213909,5.50760473607399,0.9045111018706864,290,51,7,771.08,0.13725490196078433,1,0,2,2,3,0,0,0,0
Books,77.92,6.71,1,674.97,5.95,Wrong size,True,0.803963039767824,6.219758654117005,0.8628507767787517,528,70,5,4185.75,0.07142857142857142,0,0,2,4,3,0,0,0,0
Home,66.0,66.0,1,465.43,61.92,Wrong size,True,0.8324251102541564,0.06600644805429767,0.9045087403617663,863,83,13,333.66,0.1566265060240964,1,0,2,2,2,0,0,0,0
Other,125.56,97.77,1,683.58,89.08,Not as expected,False,0.8551299143137795,53.99,0.175,335,63,6,543.56,0.09523809523809523,0,0,1,4,5,0,1,1,1
Books,125.82,62.52,1,396.87,54.07,Changed mind,True,0.9858405529952605,8.182330829008084,0.895147741683683,1315,38,6,102.31,0.15789473684210525,0,0,3,5,2,0,0,0,0
Home,204.86,204.86,1,341.05,202.27,Not as expected,True,0.9603990827852164,0.9109140170439001,0.8684231188787539,1298,78,4,1002.37,0.05128205128205128,0,0,1,5,2,0,0,0,0
Luxury,469.56,469.56,1,379.37,430.24,Changed mind,True,0.8613848790873465,0.3075810555649616,0.9050491021056343,65,93,14,326.37,0.15053763440860216,2,0,2,1,1,0,0,0,0
Luxury,146.18,9.65,1,242.67,5.56,Not as expected,False,0.9570258185946645,34.88,0.265,1036,100,6,297.21,0.06,0,0,4,1,1,0,0,0,0
Luxury,342.65,342.65,1,507.09,331.25,Changed mind,True,0.9631313722253558,5.90237051470768,0.957028825787038,916,79,7,176.88,0.08860759493670886,0,0,3,2,3,0,0,1,1
Beauty,86.86,86.86,1,159.09,78.59,Wrong size,True,0.9537531504416836,1.8730368881627313,0.9818805397424638,1120,32,2,358.57,0.0625,0,0,2,3,1,0,0,0,0
Sports,134.24,125.05,1,678.55,108.78,Not as expected,True,0.8637093237694586,1.1533780313434605,0.890908828524455,2,51,6,355.55,0.11764705882352941,4,0,2,4,4,1,2,3,3
Sports,70.69,52.48,1,155.84,50.85,Wrong size,True,0.8549071189332442,0.7233235021779516,0.9404699655180246,962,100,8,590.45,0.08,0,0,1,3,3,0,0,0,0
Sports,311.62,118.99,1,209.08,105.58,Wrong size,True,0.8498901663003444,0.43717865424388713,0.8919126700693101,998,45,6,575.32,0.13333333333333333,0,0,2,1,2,0,0,0,0
Books,170.27,141.56,1,311.98,132.04,Changed mind,True,0.8944061246143866,3.181154232989024,0.8595856583547565,375,73,6,22.9,0.0821917808219178,0,0,1,4,1,0,0,0,0
Electronics,175.11,116.15,1,647.24,102.35,Changed mind,True,0.9498644972109128,0.6524298851449284,0.8703613562962744,392,99,10,156.8,0.10101010101010101,0,0,1,3,2,0,0,0,0
Sports,87.97,0.97,1,463.71,0.89,Not as expected,True,0.8628691520335611,5.3586841979712005,0.8547100633608551,6,66,6,601.15,0.09090909090909091,2,0,1,5,2,1,1,1,1
Beauty,579.96,91.41,1,94.51,81.5,Changed mind,True,0.9816905290661773,3.9082646543976365,0.8726999061059114,1263,79,8,1107.53,0.10126582278481013,1,0,1,4,2,0,0,0,0
Electronics,71.17,28.06,1,129.53,23.89,Changed mind,True,0.8287476493558938,9.917816344744834,0.9794616848263682,0,57,8,329.3,0.14035087719298245,6,0,3,2,3,0,0,0,0
Apparel,263.7,263.7,1,189.5,251.35,Wrong size,True,0.9869652354646564,9.00181804028731,0.9100804434355452,595,40,5,417.17,0.125,0,0,3,1,2,0,0,0,0
Other,119.27,28.46,1,581.75,28.27,Not as expected,True,0.9615779308591836,8.66340203648269,0.9326016214521635,465,88,10,549.3,0.11363636363636363,0,0,1,3,2,0,0,0,0
Other,59.03,59.03,1,495.69,50.95,Wrong size,True,0.9226898742049686,4.9799531337035425,0.9080343784988345,1087,89,8,119.55,0.0898876404494382,0,0,2,2,3,0,0,1,1
Home,178.76,35.13,1,64.8,34.73,Changed mind,True,0.8842588417534762,0.5849091707134157,0.9046738049225868,0,96,11,932.28,0.11458333333333333,6,0,1,4,2,0,2,0,2
Luxury,332.61,150.85,1,774.3835981972016,142.19,Not as expected,True,0.684,4.988148798086502,0.908,392,64,42,717.44,0.65625,36,0,4,1,1,3,3,3,3
Sports,1211.0,474.27,1,1818.944707900485,458.65,Wrong size,True,0.686,1.4770154099272403,0.938,405,31,21,2083.43,0.6774193548387096,16,0,3,5,2,5,6,5,6
Beauty,354.97,203.86,1,385.58,189.71,Changed mind,True,0.8825453174794613,5.5683751688517855,0.8938060973740775,332,74,10,53.76,0.13513513513513514,0,0,2,3,2,0,0,0,0
Books,350.51,350.51,1,212.16,321.53,Changed mind,True,0.9351712308384704,2.2178125696619,0.9523788926834591,2,35,5,701.14,0.14285714285714285,4,0,2,4,1,0,0,0,0
Luxury,841.47,429.22,1,158.64,400.24,Wrong size,True,0.832240462376273,8.300001803339903,0.9717706329658393,674,17,3,357.97,0.17647058823529413,0,0,1,2,4,0,0,1,1
Sports,141.42,12.24,1,491.1,11.86,Changed mind,True,0.8541561928075554,9.48698560742011,0.8736467321131993,889,51,8,195.5,0.1568627450980392,1,0,1,4,2,0,0,0,0
Electronics,116.53,64.05,1,658.76,59.05,Not as expected,True,0.972344725299731,5.214477292400282,0.9855894260210776,90,47,4,511.26,0.0851063829787234,2,0,1,5,2,0,1,0,1
Other,716.44,716.44,1,638.32,689.83,Wrong size,True,0.8466898395211984,6.2768739563911735,0.9563378498023842,695,47,10,340.07,0.2127659574468085,0,0,4,2,3,1,0,0,1
Books,50.48,6.14,1,685.81,5.45,Wrong size,True,0.8955658922969579,7.168152796543932,0.9070967476624773,797,80,8,133.85,0.1,0,0,1,2,1,0,1,0,1
Home,194.34,49.53,1,494.67,46.63,Not as expected,True,0.94893395824868,1.0482945032111646,0.8511019522485898,44,93,9,150.06,0.0967741935483871,5,0,1,4,3,0,0,0,0
Books,458.6,458.6,1,150.05,426.52,Wrong size,True,0.9555803629759676,8.77106243853639,0.8970885890499086,3,17,15,167.66,0.8823529411764706,4,0,12,12,12,7,7,7,7
Home,150.41,41.75,1,460.98,37.32,Changed mind,True,0.8353750994443763,8.138750000921753,0.8787549595693908,1482,93,6,983.04,0.06451612903225806,0,0,2,5,3,0,0,0,0
Other,265.82,14.17,1,480.95,12.71,Not as expected,True,0.9684335096711031,9.646212929447,0.919006307105568,1167,44,39,315.74,0.8863636363636364,9,0,12,12,12,7,7,7,7
Sports,69.77,69.77,1,673.77,60.28,Not as expected,True,0.9710044885405708,1.4812721647656024,0.9354111877675149,618,21,5,423.94,0.23809523809523808,0,0,1,3,1,0,0,0,0
Luxury,939.67,47.4,1,9.26,44.83,Changed mind,True,0.9242021326364901,4.362018729817024,0.8692152867297719,3,29,2,920.86,0.06896551724137931,1,0,1,4,1,0,0,0,0
Sports,80.36,41.87,1,132.92,39.04,Not as expected,True,0.8461746239297795,4.709569263634926,0.9398586712171555,1267,52,2,896.48,0.038461538461538464,0,0,1,1,2,0,0,0,0
Home,207.15,140.47,1,245.19,139.89,Wrong size,True,0.8840768829042233,1.8603528686441073,0.9315064809795881,671,99,10,228.13,0.10101010101010101,0,0,2,1,3,0,0,0,0
Electronics,180.88,154.43,1,68.87,147.57,Wrong size,True,0.333,6.158303082628233,0.778,3,61,7,517.53,0.11475409836065574,5,0,1,2,3,0,0,3,3
Beauty,311.41,311.41,1,484.08,306.66,Not as expected,True,0.8340746887103783,3.724804976161126,0.8859947658588566,737,88,9,688.47,0.10227272727272728,0,0,3,3,1,0,0,0,0
Sports,82.46,13.92,1,483.38,13.16,Not as expected,True,0.9254643991133497,8.096647570531413,0.9346017238301867,7,51,4,1383.71,0.0784313725490196,4,0,2,3,3,0,0,0,0
Luxury,198.57,143.94,1,284.9,142.54,Not as expected,True,0.903791916271937,1.744782857399616,0.9812429413929287,1372,81,9,87.07,0.1111111111111111,0,0,1,2,2,0,0,0,0
Apparel,841.85,841.85,1,615.42,715.84,Changed mind,True,0.87642362082351,6.336918368742378,0.9215463865952407,30,59,4,1501.83,0.06779661016949153,3,0,2,4,2,0,0,0,0
Books,111.19,111.19,1,254.04,101.9,Changed mind,True,0.8628598962279115,2.9562004194178537,0.9029737263437649,1289,40,6,730.31,0.15,0,0,2,3,1,0,0,0,0
Electronics,218.68,218.68,1,381.48,186.38,Changed mind,True,0.9258483865203506,3.454844976770736,0.9600994687812231,583,8,2,337.59,0.25,0,0,3,2,1,0,0,0,0
Sports,181.03,93.28,1,188.4,87.69,Not as expected,True,0.9335600993529961,8.540479845300638,0.8821430104744099,3,17,15,167.66,0.8823529411764706,4,0,12,12,12,7,7,7,7
Sports,61.81,61.81,1,547.66,55.47,Not as expected,True,0.9644470619086343,9.126610815330324,0.8657741254439876,2,99,14,384.27,0.1414141414141414,12,0,1,4,2,1,1,1,1
Beauty,1914.65,136.24,1,4.02,133.65,Not as expected,True,0.970676778976099,2.116568301246522,0.933985205895101,0,25,4,640.72,0.16,4,0,1,2,1,0,0,0,0
Electronics,97.07,9.24,1,383.58,8.27,Changed mind,True,0.9789001580992398,0.538456563671067,0.9750817404297774,572,96,8,116.04,0.08333333333333333,0,0,1,2,1,0,0,0,0
Electronics,91.58,45.38,1,521.52,40.36,Wrong size,True,0.8290393284207811,3.221255531482685,0.8664089841307058,1096,34,30,119.36,0.8823529411764706,7,0,12,12,12,7,7,7,7
Other,336.71,42.53,1,681.38,42.08,Not as expected,True,0.8700320062690015,7.432788571383738,0.9057159244457538,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Sports,247.55,14.95,1,293.99,13.56,Changed mind,True,0.9812741236241506,7.146099012501178,0.9436416493093256,1058,82,9,206.81,0.10975609756097561,0,0,2,4,1,0,1,0,1
Sports,198.47,198.47,1,335.8321491860144,170.3,Not as expected,True,0.737,5.927309096723979,0.864,707,94,62,222.85,0.6595744680851063,54,5,1,3,1,10,10,10,10
Luxury,86.41,21.05,1,84.93,19.71,Not as expected,True,0.8856010138308513,2.9165647974936815,0.8857368168969413,949,98,7,268.56,0.07142857142857142,0,0,1,3,4,0,0,0,0
Luxury,69.89,69.89,1,694.5,62.27,Wrong size,True,0.814763489376335,9.049303783976722,0.946106254488689,1253,44,4,218.29,0.09090909090909091,0,0,2,4,2,0,2,0,2
Beauty,224.2,224.2,1,330.56,213.43,Not as expected,True,0.8008912205841692,7.991885483163433,0.9598068364281107,484,61,54,1514.7,0.8852459016393442,11,0,12,12,12,7,7,7,7
Apparel,173.55,171.7,1,251.6,146.44,Changed mind,True,0.9873712327920532,3.9815473389543,0.8696307996260193,1238,86,9,85.41,0.10465116279069768,0,0,2,4,2,0,0,0,0
Electronics,155.26,155.26,1,216.29,148.8,Not as expected,True,0.8736081392387514,0.6260692069727314,0.9281482615053798,700,79,8,173.76,0.10126582278481013,0,0,2,2,2,1,0,0,1
Home,80.76,14.8,1,151.58,13.15,Changed mind,True,0.9420828320923482,3.116454951043155,0.904863796175015,1426,94,6,269.96,0.06382978723404255,0,0,2,2,1,0,0,0,0
Sports,318.33,33.66,1,465.22,30.34,Wrong size,True,0.9672763123426398,8.844869308317405,0.8591683062054323,803,43,2,259.39,0.046511627906976744,0,0,2,4,1,0,0,0,0
Other,118.8,65.38,1,240.08,64.52,Wrong size,True,0.8754266223743251,0.9576093349846115,0.9470820081530982,91,13,2,95.86,0.15384615384615385,1,0,2,3,1,0,1,0,1
Electronics,814.61,649.77,1,712.14,606.25,Wrong size,True,0.8848664585493593,3.1630176459112014,0.8561962876898965,1316,76,6,358.95,0.07894736842105263,0,0,1,7,2,0,0,0,0
Beauty,932.51,932.51,1,328.41,890.1,Wrong size,True,0.9494465061018125,9.722836850968978,0.9432885723019793,442,54,7,266.33,0.12962962962962962,0,0,2,4,2,0,1,0,1
Electronics,387.9,203.89,1,537.65,188.23,Changed mind,True,0.8822972881960542,8.122326534282475,0.9375280039743801,1012,65,9,943.6,0.13846153846153847,0,0,1,1,1,0,0,0,0
Apparel,399.02,57.87,1,136.26,55.38,Changed mind,True,0.840840854515165,1.418951917343606,0.9039220474507806,854,97,7,1180.88,0.07216494845360824,0,0,4,3,2,0,0,0,0
Electronics,222.96,23.68,1,424.39,21.57,Changed mind,True,0.8314756581850627,9.307481876425449,0.9748794126670766,728,5,2,533.97,0.4,0,0,3,2,2,0,0,0,0
Apparel,108.28,22.75,1,261.65,19.9,Not as expected,True,0.8209540403329026,8.547809799473477,0.8946049431440359,882,29,1,680.89,0.034482758620689655,0,0,1,5,2,0,0,0,0
Sports,570.37,570.37,1,507.66,521.85,Not as expected,True,0.8705487157592956,8.240670265842969,0.9268960285972466,6,37,7,265.85,0.1891891891891892,4,0,1,4,3,0,0,0,0
Luxury,116.24,116.24,1,78.41,99.14,Changed mind,True,0.9723941035707059,1.397368272515287,0.8570582411284667,657,6,2,1590.28,0.3333333333333333,0,0,1,1,3,0,0,0,0
Apparel,81.86,6.01,1,265.01,5.87,Not as expected,True,0.8055444815969042,9.9347787870013,0.8642455188275444,682,70,3,451.24,0.04285714285714286,0,0,2,2,5,1,0,0,1
